mass_A
t	x	y
3,300000000E0	5,811520923E1	3,549301239E1
3,310000000E0	5,787652369E1	3,503280521E1
3,320000000E0	5,759628656E1	3,453239120E1
3,330000000E0	5,725592841E1	3,403583708E1
3,340000000E0	5,689964578E1	3,344289095E1
3,350000000E0	5,649926654E1	3,279871866E1
3,360000000E0	5,606685913E1	3,212326256E1
3,370000000E0	5,559357555E1	3,139993933E1
3,380000000E0	5,509834178E1	3,061055934E1
3,390000000E0	5,458598845E1	2,976151889E1
3,400000000E0	5,398815047E1	2,887923715E1
3,410000000E0	5,332339027E1	2,800448498E1
3,420000000E0	5,265836163E1	2,706037350E1
3,430000000E0	5,193752604E1	2,609109996E1
3,440000000E0	5,113773861E1	2,512378916E1
3,450000000E0	5,030976145E1	2,407348241E1
3,460000000E0	4,943662655E1	2,298936304E1
3,470000000E0	4,850308303E1	2,191196135E1
3,480000000E0	4,751254159E1	2,080872927E1
3,490000000E0	4,650583437E1	1,975103790E1
3,500000000E0	4,543716099E1	1,851246460E1
3,510000000E0	4,435885060E1	1,736695386E1
3,520000000E0	4,309598626E1	1,626684332E1
3,530000000E0	4,182744207E1	1,510558592E1
3,540000000E0	4,052802458E1	1,395130751E1
3,550000000E0	3,915678979E1	1,281398684E1
3,560000000E0	3,771096567E1	1,172301771E1
3,570000000E0	3,619711555E1	1,066781764E1
3,580000000E0	3,462920920E1	9,604668238E0
3,590000000E0	3,296746180E1	8,626552238E0
3,600000000E0	3,125801258E1	7,657639541E0
3,610000000E0	2,948185789E1	6,776574267E0
3,620000000E0	2,747493042E1	5,832938502E0
3,630000000E0	2,570982287E1	5,187562726E0
3,640000000E0	2,378109269E1	4,500818494E0
3,650000000E0	2,179113308E1	3,860542082E0
3,660000000E0	1,973710559E1	3,307072022E0
3,670000000E0	1,766147358E1	2,848883685E0
3,680000000E0	1,558395916E1	2,474105113E0
3,690000000E0	1,348162099E1	2,180370686E0
3,700000000E0	1,140580662E1	1,885446938E0
3,710000000E0	9,123345401E0	1,608263388E0
3,720000000E0	7,104901620E0	1,503995830E0
3,730000000E0	4,854976947E0	1,380888128E0
3,740000000E0	2,716860494E0	1,362171176E0
3,750000000E0	5,590356448E-1	1,363678482E0
3,760000000E0	-1,594948060E0	1,430977337E0
3,770000000E0	-3,742369867E0	1,588522104E0
3,780000000E0	-5,846734472E0	1,773427050E0
3,790000000E0	-8,022323221E0	2,028485974E0
3,800000000E0	-1,005795005E1	2,308488672E0
3,810000000E0	-1,215371069E1	2,625914860E0
3,820000000E0	-1,422620114E1	3,005773067E0
3,830000000E0	-1,626392522E1	3,471566558E0
3,840000000E0	-1,827316241E1	4,030497707E0
3,850000000E0	-2,015613971E1	4,751520464E0
3,860000000E0	-2,204286486E1	5,462181129E0
